ATP;Location;Tournament;Date;Series;Court;Surface;Round;Best of;Winner;Loser;terrainPJ1;terrainPJ2;HomeJ1;HomeJ2;AgeJ1;AgeJ2;WRank;LRank;WPts;LPts;W1;L1;W2;L2;W3;L3;W4;L4;W5;L5;Wsets;Lsets;Comment;B365W;B365L;PSW;PSL;MaxW;MaxL;AvgW;AvgL
32;Paris;French Open;27/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Gasquet R.;Zverev M.;0;0;1;0;33;32;39;102;1125;570;6;3;6;4;6;3;;;;;3;0;Completed;1,11;6,5;1,15;6,55;1,16;7,5;1,12;6,3
32;Paris;French Open;27/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Carballes Baena R.;Muller A.;1;0;0;1;26;22;76;304;707;111;6;4;6;4;6;2;;;;;3;0;Completed;1,2;4,5;1,18;5,68;1,22;5,68;1,18;4,96
32;Paris;French Open;27/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Nadal R.;Hanfmann Y.;1;1;0;0;33;27;2;180;7945;284;6;2;6;1;6;3;;;;;3;0;Completed;1,005;29;1,005;35,08;1,02;40;1,01;24,63
32;Paris;French Open;27/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Coric B.;Bedene A.;0;1;0;0;22;30;15;95;2525;595;6;1;6;7;6;4;6;4;;;3;1;Completed;1,2;4,5;1,18;5,61;1,22;5,65;1,18;4,98
32;Paris;French Open;27/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Pella G.;Andreozzi G.;1;1;0;0;29;28;23;101;1460;572;7;6;6;4;1;6;6;1;;;3;1;Completed;1,2;4,5;1,26;4,34;1,26;5;1,22;4,34
32;Paris;French Open;27/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Laaksonen H.;Martinez P.;0;1;0;0;27;22;104;134;548;418;6;1;6;0;7;6;;;;;3;0;Completed;1,9;1,9;1,95;1,95;1,98;2,03;1,89;1,93
32;Paris;French Open;27/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Wawrinka S.;Kovalik J.;1;1;0;0;34;26;28;132;1365;420;6;1;6;7;6;2;6;3;;;3;1;Completed;1,11;6,5;1,1;8,72;1,14;8,72;1,1;7,14
32;Paris;French Open;27/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Simon G.;Stakhovsky S.;1;0;1;0;33;33;33;111;1235;512;6;3;6;3;6;4;;;;;3;0;Completed;1,12;6;1,14;6,87;1,15;6,87;1,14;5,91
32;Paris;French Open;27/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Tsonga J.W.;Gojowczyk P.;0;0;1;0;34;30;82;121;670;465;7;6;6;1;4;6;6;3;;;3;1;Completed;1,22;4,33;1,22;4,89;1,23;5;1,2;4,6
32;Paris;French Open;27/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Caruso S.;Munar J.;1;1;0;1;26;22;147;53;388;900;7;5;4;6;6;3;6;3;;;3;1;Completed;3,75;1,28;4,21;1,27;4,21;1,31;3,86;1,26
32;Paris;French Open;27/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Djokovic N.;Hurkacz H.;0;0;0;0;32;22;1;44;12355;1040;6;4;6;2;6;2;;;;;3;0;Completed;1,03;15;1,04;16,35;1,05;17;1,03;13,12
32;Paris;French Open;27/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Harris L.;Rosol L.;0;1;0;0;22;34;90;149;617;385;6;1;4;6;2;6;6;1;6;2;3;2;Completed;1,57;2,37;1,63;2,45;1,64;2,49;1,6;2,35
32;Paris;French Open;27/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Paire B.;Copil M.;1;0;1;0;30;28;38;83;1168;667;6;4;6;7;6;0;6;1;;;3;1;Completed;1,14;5,5;1,21;5,12;1,21;5,6;1,18;4,97
32;Paris;French Open;27/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Albot R.;Sandgren T.;0;0;0;0;29;28;40;100;1101;574;7;6;7;6;3;6;6;1;;;3;1;Completed;1,33;3,4;1,33;3,66;1,36;3,79;1,33;3,36
32;Paris;French Open;27/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Bublik A.;Molleker R.;0;1;0;0;22;18;91;173;616;292;7;5;6;7;6;1;7;6;;;3;1;Completed;3,2;1,36;3,28;1,39;3,5;1,4;3,18;1,35
32;Paris;French Open;27/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Cuevas P.;Janvier M.;1;1;0;1;33;22;47;190;983;269;6;4;6;4;6;2;;;;;3;0;Completed;1,16;5;1,17;5,86;1,18;5,86;1,17;5,19
32;Paris;French Open;27/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Struff J.L.;Shapovalov D.;1;1;0;0;29;20;45;24;1035;1425;7;6;6;3;6;4;;;;;3;0;Completed;1,57;2,37;1,53;2,71;1,58;2,71;1,52;2,54
32;Paris;French Open;27/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Thiem D.;Paul T.;1;1;0;0;25;22;4;131;4685;421;6;4;4;6;7;6;6;2;;;3;1;Completed;1,02;19;1,02;21,16;1,03;26,5;1,02;16,85
32;Paris;French Open;28/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Fognini F.;Seppi A.;1;0;0;0;32;35;12;71;2785;750;6;3;6;0;3;6;6;3;;;3;1;Completed;1,16;5;1,16;6,06;1,18;6,25;1,15;5,52
32;Paris;French Open;28/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Fritz T.;Tomic B.;0;0;0;0;21;26;42;84;1055;665;6;1;6;4;6;1;;;;;3;0;Completed;1,14;5,5;1,14;6,97;1,16;7,3;1,14;5,95
32;Paris;French Open;28/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Delbonis F.;Garcia-Lopez G.;1;1;0;0;28;36;75;136;731;416;6;1;3;6;6;3;6;2;;;3;1;Completed;1,3;3,5;1,34;3,63;1,34;3,7;1,31;3,48
32;Paris;French Open;28/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Del Potro J.M.;Jarry N.;0;1;0;0;30;23;9;58;3235;855;3;6;6;2;6;1;6;4;;;3;1;Completed;1,3;3,5;1,28;4,15;1,32;4,25;1,27;3,86
32;Paris;French Open;28/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Zverev A.;Millman J.;1;0;0;0;22;29;5;56;4360;875;7;6;6;3;2;6;6;7;6;3;3;2;Completed;1,11;6,5;1,13;7,01;1,15;7,3;1,12;6,38
32;Paris;French Open;28/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Nishioka Y.;Mcdonald M.;0;0;0;0;23;24;72;66;741;796;6;7;6;0;4;6;6;2;6;3;3;2;Completed;1,33;3,4;1,32;3,72;1,42;3,72;1,33;3,33
32;Paris;French Open;28/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Benchetrit E.;Norrie C.;1;0;1;0;20;24;273;49;151;975;6;3;6;0;6;2;;;;;3;0;Completed;2,3;1,61;2,24;1,73;2,35;1,73;2,25;1,65
32;Paris;French Open;28/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Ymer M.;Rola B.;1;1;0;0;20;28;148;183;386;278;6;0;6;3;7;6;;;;;3;0;Completed;1,61;2,3;1,69;2,3;1,7;2,35;1,65;2,24
32;Paris;French Open;28/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Lajovic D.;Monteiro T.;1;1;0;0;29;25;35;112;1226;509;6;3;6;4;6;4;;;;;3;0;Completed;1,44;2,75;1,55;2,64;1,55;2,8;1,48;2,66
32;Paris;French Open;28/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Edmund K.;Chardy J.;1;1;0;1;24;32;30;41;1325;1065;7;6;5;7;6;4;4;6;7;5;3;2;Completed;1,72;2,1;1,78;2,17;1,8;2,17;1,76;2,08
32;Paris;French Open;28/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Karlovic I.;Lopez F.;0;0;0;0;40;37;94;108;599;530;7;6;7;5;6;7;7;5;;;3;1;Completed;2,75;1,44;2,66;1,54;2,79;1,61;2,64;1,49
32;Paris;French Open;28/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Bautista Agut R.;Johnson S.;0;0;0;0;31;28;21;65;1690;805;6;3;6;4;6;2;;;;;3;0;Completed;1,22;4,33;1,19;5,38;1,23;5,38;1,19;4,68
32;Paris;French Open;28/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Thompson J.;Davidovich Fokina A.;1;0;0;0;25;20;69;133;757;418;6;3;6;2;7;6;;;;;3;0;Completed;2,75;1,44;2,76;1,51;2,88;1,51;2,72;1,46
32;Paris;French Open;28/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Klizan M.;Kukushkin M.;1;0;0;0;30;30;55;51;883;955;3;6;5;7;6;4;6;2;6;3;3;2;Completed;1,57;2,37;1,6;2,5;1,6;2,63;1,55;2,48
32;Paris;French Open;28/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Pouille L.;Bolelli S.;1;1;1;0;25;33;26;187;1385;272;6;3;6;4;7;5;;;;;3;0;Completed;1,4;3;1,45;3;1,45;3,05;1,41;2,91
32;Paris;French Open;28/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Verdasco F.;Evans D.;1;0;0;0;35;29;27;80;1370;678;6;3;6;7;6;3;6;2;;;3;1;Completed;1,22;4,33;1,22;4,9;1,25;4,9;1,22;4,36
32;Paris;French Open;28/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Barrere G.;Ebden M.;0;0;1;0;25;31;127;64;438;806;6;3;5;7;7;5;6;1;;;3;1;Completed;1,25;4;1,27;4,24;1,36;4,33;1,25;3,99
32;Paris;French Open;28/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Hoang A.;Dzumhur D.;1;1;1;0;23;27;146;52;388;913;6;4;0;6;7;6;6;3;;;3;1;Completed;3,4;1,33;3,64;1,33;3,64;1,35;3,44;1,31
32;Paris;French Open;28/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Mannarino A.;Travaglia S.;0;1;1;0;31;26;48;119;976;483;6;7;6;3;3;6;6;2;6;2;3;2;Completed;2,5;1,53;2,93;1,47;2,93;1,55;2,62;1,5
32;Paris;French Open;28/05/2019;Grand Slam;Outdoor;Clay;1st Round;5;Monfils G.;Daniel T.;0;1;1;0;32;26;17;103;1965;569;6;0;6;4;6;1;;;;;3;0;Completed;1,12;6;1,12;7,68;1,15;7,68;1,12;6,47
32;Paris;French Open;29/05/2019;Grand Slam;Outdoor;Clay;2nd Round;5;Tsitsipas S.;Dellien H.;1;1;0;0;21;26;6;86;4080;651;4;6;6;0;6;3;7;5;;;3;1;Completed;1,1;7;1,08;10,03;1,11;10,2;1,08;8,41
32;Paris;French Open;29/05/2019;Grand Slam;Outdoor;Clay;2nd Round;5;Moutet C.;Pella G.;1;1;1;0;20;29;110;23;515;1460;6;3;6;1;2;6;7;5;;;3;1;Completed;3,75;1,28;4,34;1,26;4,5;1,29;3,94;1,25
32;Paris;French Open;29/05/2019;Grand Slam;Outdoor;Clay;2nd Round;5;Nadal R.;Maden Y.;1;1;0;0;33;29;2;114;7945;504;6;1;6;2;6;4;;;;;3;0;Completed;1,002;41;1,01;31,85;1,01;67;1,01;28,49
32;Paris;French Open;29/05/2019;Grand Slam;Outdoor;Clay;2nd Round;5;Goffin D.;Kecmanovic M.;1;1;0;0;28;19;29;85;1325;656;6;2;6;4;6;3;;;;;3;0;Completed;1,12;6;1,12;7,45;1,14;8,8;1,12;6,55
32;Paris;French Open;29/05/2019;Grand Slam;Outdoor;Clay;2nd Round;5;Nishikori K.;Tsonga J.W.;1;0;0;1;28;34;7;82;3860;670;4;6;6;4;6;4;6;4;;;3;1;Completed;1,33;3,4;1,39;3,27;1,4;3,6;1,35;3,23
32;Paris;French Open;29/05/2019;Grand Slam;Outdoor;Clay;2nd Round;5;Londero J.I.;Gasquet R.;1;0;0;1;26;33;78;39;695;1125;6;2;3;6;6;3;6;4;;;3;1;Completed;2;1,8;1,99;1,91;2,03;1,95;1,96;1,85
32;Paris;French Open;29/05/2019;Grand Slam;Outdoor;Clay;2nd Round;5;Djere L.;Popyrin A.;1;0;0;0;24;20;32;109;1314;520;6;4;7;6;6;4;;;;;3;0;Completed;1,22;4,33;1,27;4,22;1,27;4,4;1,24;4,12
32;Paris;French Open;29/05/2019;Grand Slam;Outdoor;Clay;2nd Round;5;Krajinovic F.;Carballes Baena R.;1;1;0;0;27;26;60;76;838;707;6;4;6;4;6;7;3;6;8;6;3;2;Completed;1,4;3;1,45;2,98;1,47;3;1,42;2,86
32;Paris;French Open;29/05/2019;Grand Slam;Outdoor;Clay;2nd Round;5;Mahut N.;Kohlschreiber P.;0;0;1;0;37;35;252;54;182;895;6;3;6;3;6;3;;;;;3;0;Completed;7;1,1;7,53;1,12;7,95;1,13;6,88;1,11
32;Paris;French Open;29/05/2019;Grand Slam;Outdoor;Clay;2nd Round;5;Ruud C.;Berrettini M.;1;0;0;0;19;23;63;31;810;1320;6;4;7;5;6;3;;;;;3;0;Completed;2,5;1,53;2,68;1,53;2,75;1,55;2,58;1,51
32;Paris;French Open;29/05/2019;Grand Slam;Outdoor;Clay;2nd Round;5;Dimitrov G.;Cilic M.;0;0;0;0;28;30;46;13;997;2710;6;7;6;4;4;6;7;6;6;3;3;2;Completed;2,5;1,53;2,55;1,58;2,7;1,58;2,51;1,53
32;Paris;French Open;29/05/2019;Grand Slam;Outdoor;Clay;2nd Round;5;Wawrinka S.;Garin C.;1;1;0;0;34;23;28;37;1365;1201;6;1;6;4;6;0;;;;;3;0;Completed;1,53;2,5;1,54;2,67;1,59;2,67;1,54;2,5
32;Paris;French Open;29/05/2019;Grand Slam;Outdoor;Clay;2nd Round;5;Federer R.;Otte O.;0;1;0;0;37;26;3;144;5950;391;6;4;6;3;6;4;;;;;3;0;Completed;1,02;19;1,01;26,81;1,03;26,81;1,02;17,43
32;Paris;French Open;29/05/2019;Grand Slam;Outdoor;Clay;2nd Round;5;Paire B.;Herbert P.H.;1;0;1;1;30;28;38;43;1168;1053;6;2;6;2;5;7;6;7;11;9;3;2;Completed;1,44;2,75;1,48;2,86;1,48;3,02;1,44;2,82
32;Paris;French Open;29/05/2019;Grand Slam;Outdoor;Clay;2nd Round;5;Carreno Busta P.;De Minaur A.;1;0;0;0;28;20;57;25;860;1410;6;3;6;1;6;1;;;;;3;0;Completed;1,4;3;1,48;2,88;1,48;3,25;1,41;2,94
32;Paris;French Open;30/05/2019;Grand Slam;Outdoor;Clay;2nd Round;5;Cuevas P.;Edmund K.;1;1;0;0;33;24;47;30;983;1325;7;6;6;3;2;1;;;;;2;0;Retired;1,61;2,3;1,6;2,5;1,74;2,5;1,65;2,26
32;Paris;French Open;30/05/2019;Grand Slam;Outdoor;Clay;2nd Round;5;Thiem D.;Bublik A.;1;0;0;0;25;22;4;91;4685;616;6;3;6;7;6;3;7;5;;;3;1;Completed;1,02;19;1,01;27,83;1,03;27,83;1,01;18,07
32;Paris;French Open;30/05/2019;Grand Slam;Outdoor;Clay;2nd Round;5;Caruso S.;Simon G.;1;1;0;1;26;33;147;33;388;1235;6;1;6;2;6;4;;;;;3;0;Completed;3,5;1,3;3,35;1,38;3,54;1,41;3,3;1,34
32;Paris;French Open;30/05/2019;Grand Slam;Outdoor;Clay;2nd Round;5;Mayer L.;Schwartzman D.;1;1;0;0;32;27;68;20;770;1755;4;6;6;3;6;4;7;5;;;3;1;Completed;3,5;1,3;3,69;1,33;3,69;1,34;3,46;1,31
32;Paris;French Open;30/05/2019;Grand Slam;Outdoor;Clay;2nd Round;5;Zverev A.;Ymer M.;1;1;0;0;22;20;5;148;4360;386;6;1;6;3;7;6;;;;;3;0;Completed;1,14;5,5;1,13;7,01;1,15;7,4;1,12;6,25
32;Paris;French Open;30/05/2019;Grand Slam;Outdoor;Clay;2nd Round;5;Djokovic N.;Laaksonen H.;0;0;0;0;32;27;1;104;12355;548;6;1;6;4;6;3;;;;;3;0;Completed;1,005;29;1,005;36,33;1,02;39;1,01;24,18
32;Paris;French Open;30/05/2019;Grand Slam;Outdoor;Clay;2nd Round;5;Hoang A.;Verdasco F.;1;1;1;0;23;35;146;27;388;1370;6;4;3;6;7;6;7;5;;;3;1;Completed;6;1,12;6,41;1,15;7;1,15;6;1,13
32;Paris;French Open;30/05/2019;Grand Slam;Outdoor;Clay;2nd Round;5;Lajovic D.;Benchetrit E.;1;1;0;1;29;20;35;273;1226;151;6;3;6;3;6;4;;;;;3;0;Completed;1,3;3,5;1,33;3,65;1,4;3,8;1,31;3,49
32;Paris;French Open;30/05/2019;Grand Slam;Outdoor;Clay;2nd Round;5;Struff J.L.;Albot R.;1;0;0;0;29;29;45;40;1035;1101;7;6;7;6;6;7;6;2;;;3;1;Completed;1,36;3,2;1,42;3,11;1,45;3,38;1,38;3,05
32;Paris;French Open;30/05/2019;Grand Slam;Outdoor;Clay;2nd Round;5;Thompson J.;Karlovic I.;1;0;0;0;25;40;69;94;757;599;6;3;6;4;6;7;6;3;;;3;1;Completed;1,53;2,5;1,49;2,84;1,57;2,84;1,49;2,63
32;Paris;French Open;30/05/2019;Grand Slam;Outdoor;Clay;2nd Round;5;Del Potro J.M.;Nishioka Y.;0;0;0;0;30;23;9;72;3235;741;5;7;6;4;6;2;6;7;6;2;3;2;Completed;1,08;8;1,09;9,52;1,1;11,25;1,08;8,44
32;Paris;French Open;30/05/2019;Grand Slam;Outdoor;Clay;2nd Round;5;Monfils G.;Mannarino A.;0;0;1;1;32;31;17;48;1965;976;6;3;6;4;6;4;;;;;3;0;Completed;1,1;7;1,1;8,43;1,14;8,55;1,1;7,34
32;Paris;French Open;30/05/2019;Grand Slam;Outdoor;Clay;2nd Round;5;Coric B.;Harris L.;0;0;0;0;22;22;15;90;2525;617;6;2;6;3;7;6;;;;;3;0;Completed;1,08;8;1,08;10,46;1,09;10,75;1,07;8,82
32;Paris;French Open;30/05/2019;Grand Slam;Outdoor;Clay;2nd Round;5;Bautista Agut R.;Fritz T.;0;0;0;0;31;21;21;42;1690;1055;6;2;6;3;6;2;;;;;3;0;Completed;1,44;2,75;1,49;2,84;1,49;2,95;1,45;2,78
32;Paris;French Open;30/05/2019;Grand Slam;Outdoor;Clay;2nd Round;5;Khachanov K.;Barrere G.;0;0;0;1;23;25;11;127;2800;438;6;3;7;6;0;6;7;5;;;3;1;Completed;1,1;7;1,14;6,87;1,14;8,1;1,11;6,69
32;Paris;French Open;30/05/2019;Grand Slam;Outdoor;Clay;2nd Round;5;Fognini F.;Delbonis F.;1;1;0;0;32;28;12;75;2785;731;6;4;3;6;6;3;6;3;;;3;1;Completed;1,44;2,75;1,48;2,87;1,48;2,92;1,45;2,76
32;Paris;French Open;31/05/2019;Grand Slam;Outdoor;Clay;2nd Round;5;Klizan M.;Pouille L.;1;1;0;1;30;25;55;26;883;1385;7;6;2;6;6;3;3;6;9;7;3;2;Completed;3;1,4;3,1;1,43;3,1;1,5;2,87;1,43
32;Paris;French Open;31/05/2019;Grand Slam;Outdoor;Clay;3rd Round;5;Nishikori K.;Djere L.;1;1;0;0;28;24;7;32;3860;1314;6;4;6;7;6;3;4;6;8;6;3;2;Completed;1,3;3,5;1,32;3,79;1,35;3,82;1,3;3,54
32;Paris;French Open;31/05/2019;Grand Slam;Outdoor;Clay;3rd Round;5;Paire B.;Carreno Busta P.;1;1;1;0;30;28;38;57;1168;860;6;2;4;6;7;6;;;;;2;1;Retired;2,3;1,61;2,27;1,71;2,51;1,71;2,3;1,63
32;Paris;French Open;31/05/2019;Grand Slam;Outdoor;Clay;3rd Round;5;Federer R.;Ruud C.;0;1;0;0;37;19;3;63;5950;810;6;3;6;1;7;6;;;;;3;0;Completed;1,11;6,5;1,14;6,87;1,15;7,45;1,12;6,4
32;Paris;French Open;31/05/2019;Grand Slam;Outdoor;Clay;3rd Round;5;Mayer L.;Mahut N.;1;0;0;1;32;37;68;252;770;182;3;6;7;6;6;4;7;6;;;3;1;Completed;1,25;4;1,25;4,48;1,3;4,5;1,24;4,09
32;Paris;French Open;31/05/2019;Grand Slam;Outdoor;Clay;3rd Round;5;Londero J.I.;Moutet C.;1;1;0;1;26;20;78;110;695;515;2;6;6;3;6;4;5;7;6;4;3;2;Completed;1,57;2,37;1,64;2,42;1,64;2,55;1,58;2,42
32;Paris;French Open;31/05/2019;Grand Slam;Outdoor;Clay;3rd Round;5;Nadal R.;Goffin D.;1;1;0;0;33;28;2;29;7945;1325;6;1;6;3;4;6;6;3;;;3;1;Completed;1,03;15;1,05;14,01;1,05;21;1,03;13,15
32;Paris;French Open;01/06/2019;Grand Slam;Outdoor;Clay;3rd Round;5;Fognini F.;Bautista Agut R.;1;0;0;0;32;31;12;21;2785;1690;7;6;6;4;4;6;6;1;;;3;1;Completed;1,66;2,2;1,71;2,27;1,74;2,27;1,68;2,2
32;Paris;French Open;01/06/2019;Grand Slam;Outdoor;Clay;3rd Round;5;Zverev A.;Lajovic D.;1;1;0;0;22;29;5;35;4360;1226;6;4;6;2;4;6;1;6;6;2;3;2;Completed;1,3;3,5;1,33;3,67;1,36;3,82;1,31;3,53
32;Paris;French Open;01/06/2019;Grand Slam;Outdoor;Clay;3rd Round;5;Tsitsipas S.;Krajinovic F.;1;1;0;0;21;27;6;60;4080;838;7;5;6;3;6;7;7;6;;;3;1;Completed;1,16;5;1,18;5,61;1,19;5,7;1,17;5,12
32;Paris;French Open;01/06/2019;Grand Slam;Outdoor;Clay;3rd Round;5;Struff J.L.;Coric B.;1;0;0;0;29;22;45;15;1035;2525;4;6;6;1;4;6;7;6;11;9;3;2;Completed;3;1,4;2,96;1,46;3,38;1,46;3,01;1,4
32;Paris;French Open;01/06/2019;Grand Slam;Outdoor;Clay;3rd Round;5;Wawrinka S.;Dimitrov G.;1;0;0;0;34;28;28;46;1365;997;7;6;7;6;7;6;;;;;3;0;Completed;1,33;3,4;1,4;3,2;1,4;3,5;1,35;3,21
32;Paris;French Open;01/06/2019;Grand Slam;Outdoor;Clay;3rd Round;5;Djokovic N.;Caruso S.;0;1;0;0;32;26;1;147;12355;388;6;3;6;3;6;2;;;;;3;0;Completed;1,005;29;1,01;25,7;1,02;39;1,01;22,31
32;Paris;French Open;01/06/2019;Grand Slam;Outdoor;Clay;3rd Round;5;Thiem D.;Cuevas P.;1;1;0;0;25;33;4;47;4685;983;6;3;4;6;6;2;7;5;;;3;1;Completed;1,2;4,5;1,27;4,27;1,27;4,56;1,23;4,25
32;Paris;French Open;01/06/2019;Grand Slam;Outdoor;Clay;3rd Round;5;Monfils G.;Hoang A.;0;1;1;1;32;23;17;146;1965;388;6;3;6;2;6;3;;;;;3;0;Completed;1,08;8;1,09;9,44;1,11;9,5;1,09;7,82
32;Paris;French Open;01/06/2019;Grand Slam;Outdoor;Clay;3rd Round;5;Del Potro J.M.;Thompson J.;0;1;0;0;30;25;9;69;3235;757;6;4;6;4;6;0;;;;;3;0;Completed;1,28;3,75;1,31;3,79;1,32;4,2;1,28;3,75
32;Paris;French Open;01/06/2019;Grand Slam;Outdoor;Clay;3rd Round;5;Khachanov K.;Klizan M.;0;1;0;0;23;30;11;55;2800;883;6;1;6;4;6;3;;;;;3;0;Completed;1,3;3,5;1,31;3,81;1,32;3,85;1,3;3,6
32;Paris;French Open;02/06/2019;Grand Slam;Outdoor;Clay;4th Round;5;Federer R.;Mayer L.;0;1;0;0;37;32;3;68;5950;770;6;2;6;3;6;3;;;;;3;0;Completed;1,08;8;1,1;9,05;1,12;9,3;1,09;7,83
32;Paris;French Open;02/06/2019;Grand Slam;Outdoor;Clay;4th Round;5;Wawrinka S.;Tsitsipas S.;1;1;0;0;34;21;28;6;1365;4080;7;6;5;7;6;4;3;6;8;6;3;2;Completed;2,1;1,72;2,2;1,77;2,2;1,8;2,1;1,75
32;Paris;French Open;02/06/2019;Grand Slam;Outdoor;Clay;4th Round;5;Nadal R.;Londero J.I.;1;1;0;0;33;26;2;78;7945;695;6;2;6;3;6;3;;;;;3;0;Completed;1,005;34;1,01;36,83;1,02;39;1,01;24,13
32;Paris;French Open;03/06/2019;Grand Slam;Outdoor;Clay;4th Round;5;Nishikori K.;Paire B.;1;1;0;1;28;30;7;38;3860;1168;6;2;6;7;6;2;6;7;7;5;3;2;Completed;1,44;2,75;1,45;3,05;1,5;3,05;1,46;2,72
32;Paris;French Open;03/06/2019;Grand Slam;Outdoor;Clay;4th Round;5;Djokovic N.;Struff J.L.;0;1;0;0;32;29;1;45;12355;1035;6;3;6;2;6;2;;;;;3;0;Completed;1,04;13;1,05;15,42;1,05;17,5;1,03;13,25
32;Paris;French Open;03/06/2019;Grand Slam;Outdoor;Clay;4th Round;5;Thiem D.;Monfils G.;1;0;0;1;25;32;4;17;4685;1965;6;4;6;4;6;2;;;;;3;0;Completed;1,36;3,2;1,4;3,3;1,4;3,38;1,36;3,16
32;Paris;French Open;03/06/2019;Grand Slam;Outdoor;Clay;4th Round;5;Zverev A.;Fognini F.;1;1;0;0;22;32;5;12;4360;2785;3;6;6;2;6;2;7;6;;;3;1;Completed;2,1;1,72;2,06;1,87;2,12;1,87;2,04;1,79
32;Paris;French Open;03/06/2019;Grand Slam;Outdoor;Clay;4th Round;5;Khachanov K.;Del Potro J.M.;0;0;0;0;23;30;11;9;2800;3235;7;5;6;3;3;6;6;3;;;3;1;Completed;2,75;1,44;3,03;1,45;3,03;1,52;2,79;1,45
32;Paris;French Open;04/06/2019;Grand Slam;Outdoor;Clay;Quarterfinals;5;Federer R.;Wawrinka S.;0;1;0;0;37;34;3;28;5950;1365;7;6;4;6;7;6;6;4;;;3;1;Completed;1,36;3,2;1,42;3,19;1,48;3,32;1,38;3,08
32;Paris;French Open;04/06/2019;Grand Slam;Outdoor;Clay;Quarterfinals;5;Nadal R.;Nishikori K.;1;1;0;0;33;28;2;7;7945;3860;6;1;6;1;6;3;;;;;3;0;Completed;1,02;19;1,04;18,38;1,04;25;1,03;15,7
32;Paris;French Open;06/06/2019;Grand Slam;Outdoor;Clay;Quarterfinals;5;Djokovic N.;Zverev A.;0;1;0;0;32;22;1;5;12355;4360;7;5;6;2;6;2;;;;;3;0;Completed;1,1;7;1,13;7,31;1,15;7,45;1,12;6,6
32;Paris;French Open;06/06/2019;Grand Slam;Outdoor;Clay;Quarterfinals;5;Thiem D.;Khachanov K.;1;0;0;0;25;23;4;11;4685;2800;6;2;6;4;6;2;;;;;3;0;Completed;1,28;3,75;1,31;3,93;1,45;4;1,29;3,7
32;Paris;French Open;07/06/2019;Grand Slam;Outdoor;Clay;Semifinals;5;Nadal R.;Federer R.;1;0;0;0;33;37;2;3;7945;5950;6;3;6;4;6;2;;;;;3;0;Completed;1,12;6;1,15;6,69;1,17;7;1,14;6,13
32;Paris;French Open;08/06/2019;Grand Slam;Outdoor;Clay;Semifinals;5;Thiem D.;Djokovic N.;1;0;0;0;25;32;4;1;4685;12355;6;2;3;6;7;5;5;7;7;5;3;2;Completed;2,75;1,44;3,04;1,45;3,04;1,55;2,79;1,46
32;Paris;French Open;09/06/2019;Grand Slam;Outdoor;Clay;The Final;5;Nadal R.;Thiem D.;1;1;0;0;33;25;2;4;7945;4685;6;3;5;7;6;1;6;1;;;3;1;Completed;1,2;4,75;1,22;5,08;1,3;5,08;1,21;4,66
33;'s-Hertogenbosch;Rosmalen Grass Court Championships;10/06/2019;ATP250;Outdoor;Grass;1st Round;3;Fritz T.;Rodionov J.;0;0;0;0;21;20;41;211;1090;239;7;6;6;4;;;;;;;2;0;Completed;1,2;4,33;1,21;4,95;1,25;5,7;1,21;4,4
