ATP;Location;Tournament;Date;Series;Court;Surface;Round;Best of;Winner;Loser;terrainPJ1;terrainPJ2;HomeJ1;HomeJ2;AgeJ1;AgeJ2;WRank;LRank;WPts;LPts;W1;L1;W2;L2;W3;L3;W4;L4;W5;L5;Wsets;Lsets;Comment;B365W;B365L;PSW;PSL;MaxW;MaxL;AvgW;AvgL
19;Indian Wells;BNP Paribas Open;11/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Nadal R.;Donaldson J.;0;1;0;0;33;22;2;192;8365;270;6;1;6;1;;;;;;;2;0;Completed;1,04;13;1,03;17,61;1,06;17,61;1,04;12,35
19;Indian Wells;BNP Paribas Open;11/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Hurkacz H.;Pouille L.;1;0;0;0;22;25;67;30;798;1265;6;2;3;6;6;4;;;;;2;1;Completed;1,9;1,8;1,99;1,92;2,06;1,93;1,95;1,85
19;Indian Wells;BNP Paribas Open;11/03/2019;Masters 1000;Outdoor;Hard;3rd Round;3;Raonic M.;Giron M.;1;1;0;0;28;26;14;217;2275;233;4;6;6;4;6;4;;;;;2;1;Completed;1,14;5,5;1,14;6,95;1,16;7,45;1,12;6,32
19;Indian Wells;BNP Paribas Open;11/03/2019;Masters 1000;Outdoor;Hard;3rd Round;3;Karlovic I.;Gunneswaran P.;0;1;0;1;40;29;89;97;629;601;6;3;7;6;;;;;;;2;0;Completed;1,66;2,2;1,64;2,44;1,72;2,45;1,61;2,33
19;Indian Wells;BNP Paribas Open;11/03/2019;Masters 1000;Outdoor;Hard;3rd Round;3;Struff J.L.;Zverev A.;0;0;0;0;29;22;55;3;910;6595;6;3;6;1;;;;;;;2;0;Completed;5;1,16;5,39;1,2;5,5;1,22;4,94;1,18
19;Indian Wells;BNP Paribas Open;11/03/2019;Masters 1000;Outdoor;Hard;3rd Round;3;Kecmanovic M.;Djere L.;0;0;0;0;19;24;130;32;450;1211;6;2;7;6;;;;;;;2;0;Completed;1,8;2;1,71;2,29;1,85;2,29;1,74;2,11
19;Indian Wells;BNP Paribas Open;11/03/2019;Masters 1000;Outdoor;Hard;3rd Round;3;Monfils G.;Ramos-Vinolas A.;1;0;0;0;32;31;19;91;1740;625;6;0;6;3;;;;;;;2;0;Completed;1,12;6;1,14;6,85;1,15;6,98;1,13;6,11
19;Indian Wells;BNP Paribas Open;11/03/2019;Masters 1000;Outdoor;Hard;3rd Round;3;Thiem D.;Simon G.;0;0;0;0;25;33;8;29;3800;1305;6;3;6;1;;;;;;;2;0;Completed;1,4;3;1,45;3,03;1,45;3,16;1,4;2,97
19;Indian Wells;BNP Paribas Open;11/03/2019;Masters 1000;Outdoor;Hard;3rd Round;3;Nishioka Y.;Auger-Aliassime F.;1;0;0;0;23;19;74;58;729;872;6;7;6;4;7;6;;;;;2;1;Completed;2,3;1,61;2,29;1,72;2,39;1,74;2,28;1,64
19;Indian Wells;BNP Paribas Open;12/03/2019;Masters 1000;Outdoor;Hard;3rd Round;3;Krajinovic F.;Medvedev D.;0;1;0;0;27;23;113;15;515;2230;6;3;6;2;;;;;;;2;0;Completed;3,5;1,3;3,39;1,38;3,56;1,38;3,31;1,33
19;Indian Wells;BNP Paribas Open;12/03/2019;Masters 1000;Outdoor;Hard;3rd Round;3;Hurkacz H.;Nishikori K.;1;0;0;0;22;28;67;7;798;4190;4;6;6;4;6;3;;;;;2;1;Completed;3,2;1,36;3,78;1,32;3,78;1,36;3,38;1,33
19;Indian Wells;BNP Paribas Open;12/03/2019;Masters 1000;Outdoor;Hard;3rd Round;3;Shapovalov D.;Cilic M.;0;0;0;0;20;30;25;11;1485;3095;6;4;6;2;;;;;;;2;0;Completed;2,5;1,53;2,5;1,61;2,82;1,65;2,41;1,58
19;Indian Wells;BNP Paribas Open;12/03/2019;Masters 1000;Outdoor;Hard;3rd Round;3;Nadal R.;Schwartzman D.;0;0;0;0;33;27;2;26;8365;1485;6;3;6;1;;;;;;;2;0;Completed;1,08;8;1,09;10,04;1,1;10,04;1,08;8,39
19;Indian Wells;BNP Paribas Open;12/03/2019;Masters 1000;Outdoor;Hard;3rd Round;3;Isner J.;Pella G.;1;0;0;0;34;29;9;34;3405;1205;6;3;6;4;;;;;;;2;0;Completed;1,22;4,33;1,27;4,33;1,27;4,5;1,24;4,1
19;Indian Wells;BNP Paribas Open;12/03/2019;Masters 1000;Outdoor;Hard;3rd Round;3;Kohlschreiber P.;Djokovic N.;0;1;0;0;35;32;39;1;1160;10955;6;4;6;4;;;;;;;2;0;Completed;9;1,07;11,27;1,07;12;1,08;9,64;1,06
19;Indian Wells;BNP Paribas Open;12/03/2019;Masters 1000;Outdoor;Hard;3rd Round;3;Khachanov K.;Rublev A.;1;1;0;0;23;21;13;102;2675;560;7;5;6;3;;;;;;;2;0;Completed;1,53;2,5;1,61;2,5;1,61;2,65;1,54;2,49
19;Indian Wells;BNP Paribas Open;12/03/2019;Masters 1000;Outdoor;Hard;3rd Round;3;Edmund K.;Albot R.;0;1;0;0;24;29;23;53;1520;920;6;3;6;3;;;;;;;2;0;Completed;1,3;3,5;1,39;3,35;1,39;3,65;1,33;3,35
19;Indian Wells;BNP Paribas Open;13/03/2019;Masters 1000;Outdoor;Hard;3rd Round;3;Federer R.;Wawrinka S.;0;0;0;0;37;34;4;40;4600;1130;6;3;6;4;;;;;;;2;0;Completed;1,28;3,75;1,27;4,27;1,3;4,27;1,28;3,76
19;Indian Wells;BNP Paribas Open;13/03/2019;Masters 1000;Outdoor;Hard;4th Round;3;Nadal R.;Krajinovic F.;0;0;0;0;33;27;2;113;8365;515;6;3;6;4;;;;;;;2;0;Completed;1,07;9;1,09;9,55;1,1;11;1,07;8,63
19;Indian Wells;BNP Paribas Open;13/03/2019;Masters 1000;Outdoor;Hard;4th Round;3;Kecmanovic M.;Nishioka Y.;0;1;0;0;19;23;130;74;450;729;6;4;;;;;;;;;1;0;Retired;2,37;1,57;2,34;1,69;2,45;1,69;2,36;1,6
19;Indian Wells;BNP Paribas Open;13/03/2019;Masters 1000;Outdoor;Hard;4th Round;3;Hurkacz H.;Shapovalov D.;1;0;0;0;22;20;67;25;798;1485;7;6;2;6;6;3;;;;;2;1;Completed;3;1,4;3,23;1,41;3,23;1,45;3,01;1,39
19;Indian Wells;BNP Paribas Open;13/03/2019;Masters 1000;Outdoor;Hard;4th Round;3;Raonic M.;Struff J.L.;1;0;0;0;28;29;14;55;2275;910;6;4;6;3;;;;;;;2;0;Completed;1,36;3,2;1,4;3,27;1,4;3,3;1,37;3,12
19;Indian Wells;BNP Paribas Open;13/03/2019;Masters 1000;Outdoor;Hard;4th Round;3;Federer R.;Edmund K.;0;0;0;0;37;24;4;23;4600;1520;6;1;6;4;;;;;;;2;0;Completed;1,2;4,5;1,24;4,76;1,24;4,84;1,21;4,52
19;Indian Wells;BNP Paribas Open;13/03/2019;Masters 1000;Outdoor;Hard;4th Round;3;Khachanov K.;Isner J.;1;1;0;0;23;34;13;9;2675;3405;6;4;7;6;;;;;;;2;0;Completed;2,3;1,61;2,25;1,74;2,45;1,74;2,28;1,64
19;Indian Wells;BNP Paribas Open;14/03/2019;Masters 1000;Outdoor;Hard;4th Round;3;Thiem D.;Karlovic I.;0;0;0;0;25;40;8;89;3800;629;6;4;6;3;;;;;;;2;0;Completed;1,3;3,5;1,35;3,56;1,35;3,65;1,32;3,43
19;Indian Wells;BNP Paribas Open;14/03/2019;Masters 1000;Outdoor;Hard;4th Round;3;Monfils G.;Kohlschreiber P.;1;0;0;0;32;35;19;39;1740;1160;6;0;6;2;;;;;;;2;0;Completed;1,44;2,75;1,41;3,19;1,47;3,19;1,42;2,91
19;Indian Wells;BNP Paribas Open;14/03/2019;Masters 1000;Outdoor;Hard;Quarterfinals;3;Raonic M.;Kecmanovic M.;1;0;0;0;28;19;14;130;2275;450;6;3;6;4;;;;;;;2;0;Completed;1,16;5;1,18;5,77;1,2;5,77;1,17;5,14
19;Indian Wells;BNP Paribas Open;15/03/2019;Masters 1000;Outdoor;Hard;Quarterfinals;3;Thiem D.;Monfils G.;0;1;0;0;25;32;8;19;3800;1740;;;;;;;;;;;;;Walkover;2,3;1,61;2,28;1,72;2,38;1,75;2,26;1,65
19;Indian Wells;BNP Paribas Open;15/03/2019;Masters 1000;Outdoor;Hard;Quarterfinals;3;Federer R.;Hurkacz H.;0;1;0;0;37;22;4;67;4600;798;6;4;6;4;;;;;;;2;0;Completed;1,08;8;1,11;8,36;1,11;9;1,09;7,9
19;Indian Wells;BNP Paribas Open;15/03/2019;Masters 1000;Outdoor;Hard;Quarterfinals;3;Nadal R.;Khachanov K.;0;1;0;0;33;23;2;13;8365;2675;7;6;7;6;;;;;;;2;0;Completed;1,16;5;1,16;6,32;1,2;6,32;1,16;5,41
19;Indian Wells;BNP Paribas Open;16/03/2019;Masters 1000;Outdoor;Hard;Semifinals;3;Thiem D.;Raonic M.;0;1;0;0;25;28;8;14;3800;2275;7;6;6;7;6;4;;;;;2;1;Completed;2,37;1,57;2,45;1,64;2,45;1,65;2,37;1,59
19;Indian Wells;BNP Paribas Open;16/03/2019;Masters 1000;Outdoor;Hard;Semifinals;3;Federer R.;Nadal R.;0;0;0;0;37;33;4;2;4600;8365;;;;;;;;;;;;;Walkover;1,44;2,75;1,47;2,94;1,5;3;1,44;2,81
19;Indian Wells;BNP Paribas Open;17/03/2019;Masters 1000;Outdoor;Hard;The Final;3;Thiem D.;Federer R.;0;0;0;0;25;37;8;4;3800;4600;3;6;6;3;7;5;;;;;2;1;Completed;4;1,25;4,37;1,26;4,4;1,3;3,98;1,25
20;Miami;Sony Ericsson Open;20/03/2019;Masters 1000;Outdoor;Hard;1st Round;3;Delbonis F.;Gojowczyk P.;0;1;0;0;28;30;83;87;676;655;6;4;6;2;;;;;;;2;0;Completed;2;1,72;2,3;1,69;2,38;1,77;2,14;1,71
20;Miami;Sony Ericsson Open;20/03/2019;Masters 1000;Outdoor;Hard;1st Round;3;Carballes Baena R.;Kudla D.;0;0;0;1;26;26;113;71;522;733;6;1;6;2;;;;;;;2;0;Completed;2,37;1,53;2,34;1,68;2,4;1,69;2,31;1,62
20;Miami;Sony Ericsson Open;20/03/2019;Masters 1000;Outdoor;Hard;1st Round;3;Andreozzi G.;Kukushkin M.;0;1;0;0;28;30;80;43;686;1025;7;6;6;4;;;;;;;2;0;Completed;4,33;1,2;4,47;1,25;4,55;1,26;4,26;1,22
20;Miami;Sony Ericsson Open;20/03/2019;Masters 1000;Outdoor;Hard;1st Round;3;Tipsarevic J.;Klahn B.;0;1;0;1;35;29;453;93;17;637;6;3;6;3;;;;;;;2;0;Completed;2,25;1,57;2,21;1,75;2,27;1,81;2,19;1,68
20;Miami;Sony Ericsson Open;20/03/2019;Masters 1000;Outdoor;Hard;1st Round;3;Zverev M.;Kuhn N.;0;0;0;0;32;19;75;255;711;184;4;6;7;5;2;2;;;;;1;1;Retired;2,1;1,66;2,08;1,84;2,12;1,87;2,05;1,78
20;Miami;Sony Ericsson Open;20/03/2019;Masters 1000;Outdoor;Hard;1st Round;3;Hurkacz H.;Berrettini M.;1;1;0;0;22;23;54;52;904;937;6;4;6;3;;;;;;;2;0;Completed;1,83;1,83;2,14;1,79;2,15;1,92;2,04;1,77
20;Miami;Sony Ericsson Open;21/03/2019;Masters 1000;Outdoor;Hard;1st Round;3;Haase R.;Lacko L.;0;1;0;0;32;31;65;130;805;436;6;2;6;4;;;;;;;2;0;Completed;1,44;2,62;1,53;2,71;1,54;2,75;1,49;2,63
20;Miami;Sony Ericsson Open;21/03/2019;Masters 1000;Outdoor;Hard;1st Round;3;Mayer L.;Ymer M.;0;0;0;0;32;20;62;198;830;257;4;6;6;3;6;4;;;;;2;1;Completed;1,5;2,5;1,51;2,75;1,54;2,75;1,5;2,61
20;Miami;Sony Ericsson Open;21/03/2019;Masters 1000;Outdoor;Hard;1st Round;3;Thompson J.;Norrie C.;0;1;0;0;25;24;77;51;708;941;4;6;7;6;6;3;;;;;2;1;Completed;2,62;1,44;2,66;1,54;2,72;1,54;2,62;1,49
20;Miami;Sony Ericsson Open;21/03/2019;Masters 1000;Outdoor;Hard;1st Round;3;Bublik A.;Sandgren T.;1;1;0;1;22;28;131;91;434;648;5;7;6;4;7;6;;;;;2;1;Completed;1,66;2,1;1,8;2,13;1,88;2,26;1,73;2,11
20;Miami;Sony Ericsson Open;21/03/2019;Masters 1000;Outdoor;Hard;1st Round;3;Lajovic D.;Cuevas P.;0;0;0;0;29;33;44;85;1010;661;6;4;6;7;6;3;;;;;2;1;Completed;2,75;1,4;3,05;1,43;3,15;1,49;2,84;1,43
20;Miami;Sony Ericsson Open;21/03/2019;Masters 1000;Outdoor;Hard;1st Round;3;Sonego L.;Klizan M.;0;0;0;0;24;30;106;48;546;966;6;4;6;3;;;;;;;2;0;Completed;1,44;2,62;1,56;2,6;1,67;2,65;1,53;2,51
20;Miami;Sony Ericsson Open;21/03/2019;Masters 1000;Outdoor;Hard;1st Round;3;Chardy J.;Jarry N.;0;0;0;0;32;23;40;79;1100;690;6;7;6;2;7;6;;;;;2;1;Completed;1,53;2,37;1,61;2,45;1,65;2,45;1,59;2,36
20;Miami;Sony Ericsson Open;21/03/2019;Masters 1000;Outdoor;Hard;1st Round;3;Dzumhur D.;Eubanks C.;0;1;0;1;27;23;53;150;915;371;1;6;6;4;7;6;;;;;2;1;Completed;1,72;2;1,76;2,19;1,85;2,2;1,74;2,11
20;Miami;Sony Ericsson Open;21/03/2019;Masters 1000;Outdoor;Hard;1st Round;3;Ivashka I.;Fabbiano T.;1;1;0;0;25;30;110;90;525;648;6;4;1;6;6;3;;;;;2;1;Completed;2;1,72;2,01;1,9;2,08;1,91;1,99;1,83
20;Miami;Sony Ericsson Open;21/03/2019;Masters 1000;Outdoor;Hard;1st Round;3;Ramos-Vinolas A.;Copil M.;0;0;0;0;31;28;86;73;660;713;6;4;6;2;;;;;;;2;0;Completed;1,61;2,2;1,71;2,27;1,74;2,3;1,67;2,21
20;Miami;Sony Ericsson Open;21/03/2019;Masters 1000;Outdoor;Hard;1st Round;3;Auger-Aliassime F.;Ruud C.;0;0;0;0;19;19;57;98;876;619;3;6;6;1;6;2;;;;;2;1;Completed;1,44;2,62;1,56;2,61;1,56;2,8;1,48;2,66
20;Miami;Sony Ericsson Open;21/03/2019;Masters 1000;Outdoor;Hard;1st Round;3;Marterer M.;Fritz T.;0;1;0;1;24;21;101;56;594;890;6;4;3;6;6;3;;;;;2;1;Completed;2,5;1,5;2,51;1,6;2,6;1,6;2,46;1,55
20;Miami;Sony Ericsson Open;21/03/2019;Masters 1000;Outdoor;Hard;1st Round;3;Albot R.;Ebden M.;1;0;0;0;29;31;46;50;971;956;6;0;3;2;;;;;;;1;0;Retired;1,33;3,25;1,32;3,77;1,36;4,97;1,31;3,48
20;Miami;Sony Ericsson Open;21/03/2019;Masters 1000;Outdoor;Hard;1st Round;3;Tomic B.;Monteiro T.;0;0;0;0;26;25;81;117;679;497;6;4;6;1;;;;;;;2;0;Completed;1,66;2,1;1,9;2,01;1,9;2,21;1,75;2,09
20;Miami;Sony Ericsson Open;21/03/2019;Masters 1000;Outdoor;Hard;1st Round;3;Rublev A.;Daniel T.;1;0;0;0;21;26;99;72;603;714;3;6;6;3;6;4;;;;;2;1;Completed;1,25;3,75;1,27;4,17;1,29;4,25;1,26;3,9
20;Miami;Sony Ericsson Open;21/03/2019;Masters 1000;Outdoor;Hard;1st Round;3;Lopez F.;Paire B.;0;0;0;0;37;30;94;67;635;770;7;5;4;6;6;4;;;;;2;1;Completed;1,9;1,8;2,1;1,83;2,2;2,05;2,03;1,79
20;Miami;Sony Ericsson Open;21/03/2019;Masters 1000;Outdoor;Hard;1st Round;3;Munar J.;Gunneswaran P.;0;1;0;0;22;29;61;84;845;662;7;6;6;4;;;;;;;2;0;Completed;1,8;1,9;1,95;1,95;2;2;1,9;1,9
20;Miami;Sony Ericsson Open;21/03/2019;Masters 1000;Outdoor;Hard;1st Round;3;Sousa J.;Tseng C.H.;0;1;0;0;30;18;41;426;1072;24;6;4;7;5;;;;;;;2;0;Completed;1,25;3,75;1,25;4,4;1,29;4,45;1,25;4,03
20;Miami;Sony Ericsson Open;21/03/2019;Masters 1000;Outdoor;Hard;1st Round;3;Krajinovic F.;Herbert P.H.;0;1;0;0;27;28;103;49;576;959;6;4;6;4;;;;;;;2;0;Completed;1,4;2,75;1,53;2,68;1,54;2,95;1,46;2,72
20;Miami;Sony Ericsson Open;21/03/2019;Masters 1000;Outdoor;Hard;1st Round;3;Evans D.;Jaziri M.;1;1;0;0;29;35;97;59;622;852;6;2;6;0;;;;;;;2;0;Completed;1,4;2,75;1,46;2,94;1,49;3,05;1,43;2,83
20;Miami;Sony Ericsson Open;21/03/2019;Masters 1000;Outdoor;Hard;1st Round;3;Opelka R.;Struff J.L.;0;0;1;0;22;29;58;45;858;990;4;6;6;3;6;4;;;;;2;1;Completed;2;1,72;2,15;1,79;2,15;1,91;2,03;1,79
20;Miami;Sony Ericsson Open;22/03/2019;Masters 1000;Outdoor;Hard;1st Round;3;Andujar P.;Karlovic I.;0;0;0;0;33;40;88;76;652;709;7;6;6;4;;;;;;;2;0;Completed;3,75;1,25;3,96;1,3;4;1,31;3,75;1,27
20;Miami;Sony Ericsson Open;22/03/2019;Masters 1000;Outdoor;Hard;1st Round;3;Mannarino A.;Bedene A.;1;1;0;0;31;30;55;69;900;765;4;6;6;4;6;2;;;;;2;1;Completed;1,4;2,75;1,52;2,74;1,52;3;1,43;2,83
20;Miami;Sony Ericsson Open;22/03/2019;Masters 1000;Outdoor;Hard;1st Round;3;Kecmanovic M.;Gulbis E.;0;0;0;0;19;31;95;78;630;704;6;2;7;5;;;;;;;2;0;Completed;1,5;2,5;1,57;2,57;1,59;2,6;1,54;2,48
20;Miami;Sony Ericsson Open;22/03/2019;Masters 1000;Outdoor;Hard;1st Round;3;Mcdonald M.;Humbert U.;1;1;1;0;24;21;60;63;848;819;6;4;6;7;7;6;;;;;2;1;Completed;1,72;2;1,85;2,06;2;2,2;1,76;2,07
20;Miami;Sony Ericsson Open;22/03/2019;Masters 1000;Outdoor;Hard;1st Round;3;Ferrer D.;Querrey S.;0;0;0;1;37;31;155;68;355;770;6;3;6;2;;;;;;;2;0;Completed;2,1;1,66;2,35;1,67;2,47;1,67;2,28;1,63
20;Miami;Sony Ericsson Open;22/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Edmund K.;Ivashka I.;0;1;0;0;24;25;22;110;1600;525;6;3;6;2;;;;;;;2;0;Completed;1,18;4,5;1,19;5,35;1,23;5,35;1,2;4,6
20;Miami;Sony Ericsson Open;22/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Chardy J.;Simon G.;0;0;0;0;32;33;40;27;1100;1340;6;4;6;2;;;;;;;2;0;Completed;2,2;1,61;2,24;1,74;2,27;1,75;2,17;1,69
20;Miami;Sony Ericsson Open;22/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Lajovic D.;Nishikori K.;0;0;0;0;29;28;44;6;1010;4235;2;6;6;2;6;3;;;;;2;1;Completed;4,5;1,18;6,23;1,16;6,23;1,2;5,18;1,16
20;Miami;Sony Ericsson Open;22/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Coric B.;Carballes Baena R.;1;0;0;0;22;26;13;113;2345;522;7;6;0;6;6;2;;;;;2;1;Completed;1,2;4,33;1,23;4,71;1,24;4,8;1,21;4,39
20;Miami;Sony Ericsson Open;22/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Basilashvili N.;Zverev M.;0;0;0;0;27;32;19;75;1865;711;6;3;6;2;;;;;;;2;0;Completed;1,25;3,75;1,29;4,03;1,32;4,03;1,28;3,7
20;Miami;Sony Ericsson Open;22/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Raonic M.;Marterer M.;1;0;0;0;28;24;14;101;2275;594;;;;;;;;;;;;;Walkover;1,16;5;1,2;5,14;1,21;5,25;1,18;4,89
20;Miami;Sony Ericsson Open;22/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Delbonis F.;Millman J.;0;1;0;0;28;29;83;39;676;1126;7;5;3;6;7;6;;;;;2;1;Completed;2,25;1,57;2,66;1,54;2,66;1,62;2,44;1,56
20;Miami;Sony Ericsson Open;22/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Isner J.;Sonego L.;1;0;1;0;34;24;9;106;3485;546;7;6;7;6;;;;;;;2;0;Completed;1,25;3,75;1,29;4,05;1,29;4,2;1,25;3,93
20;Miami;Sony Ericsson Open;22/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Auger-Aliassime F.;Fucsovics M.;0;1;0;0;19;27;57;36;876;1180;6;4;4;6;6;0;;;;;2;1;Completed;1,9;1,8;2,15;1,79;2,22;1,87;2,02;1,8
20;Miami;Sony Ericsson Open;22/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Kyrgios N.;Bublik A.;1;1;0;0;24;22;33;131;1215;434;7;5;6;3;;;;;;;2;0;Completed;1,28;3,5;1,29;4,05;1,35;4,1;1,29;3,61
20;Miami;Sony Ericsson Open;22/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Ramos-Vinolas A.;Pouille L.;0;0;0;0;31;25;86;30;660;1265;4;6;6;4;6;3;;;;;2;1;Completed;2,37;1,53;2,45;1,62;2,5;1,63;2,39;1,58
20;Miami;Sony Ericsson Open;22/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Haase R.;Harris L.;0;1;0;0;32;22;65;96;805;625;3;6;6;3;6;4;;;;;2;1;Completed;1,53;2,37;1,61;2,44;1,65;2,55;1,58;2,4
20;Miami;Sony Ericsson Open;22/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Bautista Agut R.;Tipsarevic J.;1;0;0;0;31;35;25;453;1510;17;7;6;6;4;;;;;;;2;0;Completed;1,18;4,5;1,19;5,36;1,24;5,36;1,2;4,69
20;Miami;Sony Ericsson Open;22/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Hurkacz H.;Thiem D.;1;0;0;0;22;25;54;4;904;4755;6;4;6;4;;;;;;;2;0;Completed;3;1,36;3,29;1,39;3,4;1,41;3,18;1,35
20;Miami;Sony Ericsson Open;22/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Fognini F.;Andreozzi G.;0;0;0;0;32;28;17;80;1885;686;5;7;6;4;6;4;;;;;2;1;Completed;1,44;2,62;1,47;2,9;1,55;2,91;1,46;2,73
20;Miami;Sony Ericsson Open;23/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Djokovic N.;Tomic B.;1;0;0;0;32;26;1;81;10990;679;7;6;6;2;;;;;;;2;0;Completed;1,04;13;1,03;17,95;1,05;20,51;1,03;12,75
20;Miami;Sony Ericsson Open;23/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Mayer L.;Pella G.;0;0;0;0;32;29;62;32;830;1240;6;2;6;4;;;;;;;2;0;Completed;2;1,72;2,13;1,81;2,31;1,87;2,1;1,74
20;Miami;Sony Ericsson Open;23/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Shapovalov D.;Evans D.;0;1;0;0;20;29;23;97;1550;622;4;6;6;1;6;3;;;;;2;1;Completed;1,5;2,5;1,55;2,63;1,6;2,65;1,53;2,51
20;Miami;Sony Ericsson Open;23/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Sousa J.;Johnson S.;0;1;0;1;30;28;41;38;1072;1160;7;6;6;4;;;;;;;2;0;Completed;2,37;1,53;2,4;1,65;2,56;1,67;2,37;1,59
20;Miami;Sony Ericsson Open;23/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Krajinovic F.;Wawrinka S.;0;0;0;0;27;34;103;37;576;1175;5;7;6;2;7;6;;;;;2;1;Completed;2,25;1,57;2,27;1,71;2,38;1,71;2,27;1,64
20;Miami;Sony Ericsson Open;23/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Thompson J.;Khachanov K.;0;1;0;0;25;23;77;12;708;2845;6;2;6;3;;;;;;;2;0;Completed;4,33;1,2;4,6;1,24;4,75;1,25;4,35;1,22
20;Miami;Sony Ericsson Open;23/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Cecchinato M.;Dzumhur D.;0;0;0;0;27;27;16;53;2021;915;;;;;;;;;;;;;Walkover;1,66;2,1;1,74;2,23;1,8;2,3;1,69;2,17
20;Miami;Sony Ericsson Open;23/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Goffin D.;Andujar P.;0;0;0;0;28;33;20;88;1685;652;6;4;6;1;;;;;;;2;0;Completed;1,12;6;1,16;6,04;1,16;7;1,13;6,05
20;Miami;Sony Ericsson Open;23/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Medvedev D.;Mannarino A.;1;1;0;0;23;31;15;55;2230;900;6;2;6;1;;;;;;;2;0;Completed;1,3;3,4;1,34;3,56;1,34;3,65;1,31;3,42
20;Miami;Sony Ericsson Open;23/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Anderson K.;Munar J.;1;0;0;0;33;22;7;61;4115;845;6;4;3;6;6;3;;;;;2;1;Completed;1,5;2,5;1,53;2,71;1,65;2,71;1,52;2,54
20;Miami;Sony Ericsson Open;23/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Dimitrov G.;Lopez F.;1;0;0;0;28;37;29;94;1300;635;6;1;6;3;;;;;;;2;0;Completed;1,5;2,5;1,48;2,87;1,6;2,87;1,54;2,47
20;Miami;Sony Ericsson Open;23/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Rublev A.;Cilic M.;1;0;0;0;21;30;99;11;603;3095;6;4;6;4;;;;;;;2;0;Completed;2,5;1,5;2,54;1,58;2,63;1,61;2,49;1,54
20;Miami;Sony Ericsson Open;23/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Opelka R.;Schwartzman D.;0;0;1;0;22;27;58;24;858;1520;6;4;3;6;6;4;;;;;2;1;Completed;2,1;1,66;2,09;1,83;2,31;1,86;2,11;1,73
20;Miami;Sony Ericsson Open;23/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Federer R.;Albot R.;0;1;0;0;37;29;5;46;4600;971;4;6;7;5;6;3;;;;;2;1;Completed;1,1;7;1,13;7,38;1,14;7,5;1,11;6,66
20;Miami;Sony Ericsson Open;23/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Tsitsipas S.;Mcdonald M.;0;1;0;1;21;24;10;60;3160;848;7;6;6;1;;;;;;;2;0;Completed;1,25;3,75;1,28;4,07;1,3;4,22;1,27;3,84
20;Miami;Sony Ericsson Open;23/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Tiafoe F.;Kecmanovic M.;0;0;1;0;21;19;34;95;1200;630;7;6;7;6;;;;;;;2;0;Completed;1,8;1,9;1,93;1,98;1,98;2,05;1,86;1,96
20;Miami;Sony Ericsson Open;24/03/2019;Masters 1000;Outdoor;Hard;2nd Round;3;Ferrer D.;Zverev A.;0;0;0;0;37;22;155;3;355;6630;2;6;7;5;6;3;;;;;2;1;Completed;4;1,22;4,32;1,26;4,35;1,28;4,05;1,24
20;Miami;Sony Ericsson Open;24/03/2019;Masters 1000;Outdoor;Hard;3rd Round;3;Isner J.;Ramos-Vinolas A.;1;0;1;0;34;31;9;86;3485;660;7;5;7;6;;;;;;;2;0;Completed;1,2;4,5;1,21;5,12;1,24;5,15;1,21;4,52
